timestamp;formatted_timestamp;meter_reading;consumption
09.02.2023 11:46:10;2023-02-09 11:46:10;837153;14
09.02.2023 12:01:11;2023-02-09 12:01:11;837168;16
09.02.2023 12:16:13;2023-02-09 12:16:13;837182;14
09.02.2023 12:31:15;2023-02-09 12:31:15;837196;14
09.02.2023 12:46:14;2023-02-09 12:46:14;837211;15
09.02.2023 13:01:11;2023-02-09 13:01:11;837228;17
09.02.2023 13:16:10;2023-02-09 13:16:10;837243;15
09.02.2023 13:31:10;2023-02-09 13:31:10;837258;15
09.02.2023 13:46:06;2023-02-09 13:46:06;837273;15
09.02.2023 14:01:03;2023-02-09 14:01:03;837290;17
09.02.2023 14:16:11;2023-02-09 14:16:11;837308;17
09.02.2023 14:31:15;2023-02-09 14:31:15;837326;18
09.02.2023 14:46:06;2023-02-09 14:46:06;837345;19
09.02.2023 15:01:11;2023-02-09 15:01:11;837364;20
09.02.2023 15:16:07;2023-02-09 15:16:07;837384;20
09.02.2023 15:31:08;2023-02-09 15:31:08;837403;20
09.02.2023 15:46:07;2023-02-09 15:46:07;837425;22
09.02.2023 16:01:10;2023-02-09 16:01:10;837444;19
09.02.2023 16:16:10;2023-02-09 16:16:10;837462;18
09.02.2023 16:31:10;2023-02-09 16:31:10;837481;19
09.02.2023 16:46:08;2023-02-09 16:46:08;837500;19
09.02.2023 17:01:10;2023-02-09 17:01:10;837518;18
09.02.2023 17:16:11;2023-02-09 17:16:11;837535;17
09.02.2023 17:31:13;2023-02-09 17:31:13;837553;17
09.02.2023 17:46:08;2023-02-09 17:46:08;837570;17
09.02.2023 18:01:08;2023-02-09 18:01:08;837587;17
09.02.2023 18:16:12;2023-02-09 18:16:12;837603;16
09.02.2023 18:31:14;2023-02-09 18:31:14;837618;15
09.02.2023 18:46:13;2023-02-09 18:46:13;837633;15
09.02.2023 19:01:11;2023-02-09 19:01:11;837647;14
09.02.2023 19:16:02;2023-02-09 19:16:02;837660;13
09.02.2023 19:31:11;2023-02-09 19:31:11;837672;13
09.02.2023 19:46:16;2023-02-09 19:46:16;837685;13
09.02.2023 20:01:14;2023-02-09 20:01:14;837698;12
09.02.2023 20:16:12;2023-02-09 20:16:12;837709;11
09.02.2023 20:31:18;2023-02-09 20:31:18;837720;11
09.02.2023 20:46:13;2023-02-09 20:46:13;837731;11
09.02.2023 21:01:11;2023-02-09 21:01:11;837742;11
09.02.2023 21:16:20;2023-02-09 21:16:20;837752;10
09.02.2023 21:31:15;2023-02-09 21:31:15;837762;10
09.02.2023 21:46:07;2023-02-09 21:46:07;837773;11
09.02.2023 22:01:14;2023-02-09 22:01:14;837784;11
09.02.2023 22:16:13;2023-02-09 22:16:13;837794;9
09.02.2023 22:31:09;2023-02-09 22:31:09;837799;5
09.02.2023 22:46:03;2023-02-09 22:46:03;837804;5
09.02.2023 23:01:03;2023-02-09 23:01:03;837809;5
09.02.2023 23:16:58;2023-02-09 23:16:58;837814;5
09.02.2023 23:32:01;2023-02-09 23:32:01;837819;5
09.02.2023 23:47:02;2023-02-09 23:47:02;837823;5
10.02.2023 00:01:57;2023-02-10 00:01:57;837828;5
10.02.2023 00:17:04;2023-02-10 00:17:04;837833;5
10.02.2023 00:32:01;2023-02-10 00:32:01;837838;5
10.02.2023 00:46:16;2023-02-10 00:46:16;837842;4
10.02.2023 01:01:03;2023-02-10 01:01:03;837847;5
10.02.2023 01:16:04;2023-02-10 01:16:04;837851;5
10.02.2023 01:31:07;2023-02-10 01:31:07;837856;5
10.02.2023 01:46:13;2023-02-10 01:46:13;837861;5
10.02.2023 02:01:08;2023-02-10 02:01:08;837865;5
10.02.2023 02:16:04;2023-02-10 02:16:04;837870;5
10.02.2023 02:31:07;2023-02-10 02:31:07;837875;5
10.02.2023 02:45:59;2023-02-10 02:45:59;837879;5
10.02.2023 03:01:07;2023-02-10 03:01:07;837884;5
10.02.2023 03:16:10;2023-02-10 03:16:10;837889;5
10.02.2023 03:31:03;2023-02-10 03:31:03;837894;5
10.02.2023 03:46:12;2023-02-10 03:46:12;837898;5
10.02.2023 04:01:03;2023-02-10 04:01:03;837904;5
10.02.2023 04:16:05;2023-02-10 04:16:05;837909;5
10.02.2023 04:31:12;2023-02-10 04:31:12;837914;5
10.02.2023 04:46:05;2023-02-10 04:46:05;837919;5
10.02.2023 05:01:02;2023-02-10 05:01:02;837924;5
10.02.2023 05:16:04;2023-02-10 05:16:04;837931;6
10.02.2023 05:31:05;2023-02-10 05:31:05;837937;6
10.02.2023 05:46:07;2023-02-10 05:46:07;837943;6
10.02.2023 06:01:05;2023-02-10 06:01:05;837951;8
10.02.2023 06:16:04;2023-02-10 06:16:04;837961;10
10.02.2023 06:31:07;2023-02-10 06:31:07;837968;7
10.02.2023 06:46:05;2023-02-10 06:46:05;837976;8
10.02.2023 07:01:03;2023-02-10 07:01:03;837984;9
10.02.2023 07:16:03;2023-02-10 07:16:03;837999;15
10.02.2023 07:31:12;2023-02-10 07:31:12;838013;14
10.02.2023 07:46:10;2023-02-10 07:46:10;838026;13
10.02.2023 08:01:06;2023-02-10 08:01:06;838039;12
10.02.2023 08:16:02;2023-02-10 08:16:02;838051;13
10.02.2023 08:31:07;2023-02-10 08:31:07;838065;14
10.02.2023 08:46:06;2023-02-10 08:46:06;838080;15
10.02.2023 09:01:10;2023-02-10 09:01:10;838095;15
10.02.2023 09:16:08;2023-02-10 09:16:08;838111;17
10.02.2023 09:31:04;2023-02-10 09:31:04;838129;17
10.02.2023 09:46:12;2023-02-10 09:46:12;838146;18
10.02.2023 10:01:15;2023-02-10 10:01:15;838165;18
10.02.2023 10:16:08;2023-02-10 10:16:08;838183;18
10.02.2023 10:31:04;2023-02-10 10:31:04;838202;19
10.02.2023 10:46:11;2023-02-10 10:46:11;838219;17
10.02.2023 11:01:09;2023-02-10 11:01:09;838236;17
10.02.2023 11:16:06;2023-02-10 11:16:06;838253;17
10.02.2023 11:31:12;2023-02-10 11:31:12;838270;17
10.02.2023 11:46:06;2023-02-10 11:46:06;838286;16
10.02.2023 12:01:16;2023-02-10 12:01:16;838301;16
10.02.2023 12:16:13;2023-02-10 12:16:13;838319;18
10.02.2023 12:31:03;2023-02-10 12:31:03;838336;17
10.02.2023 12:46:08;2023-02-10 12:46:08;838353;16
10.02.2023 13:01:11;2023-02-10 13:01:11;838368;15
10.02.2023 13:16:09;2023-02-10 13:16:09;838384;16
10.02.2023 13:31:09;2023-02-10 13:31:09;838401;17
10.02.2023 13:46:14;2023-02-10 13:46:14;838420;19
10.02.2023 14:01:13;2023-02-10 14:01:13;838439;19
10.02.2023 14:16:12;2023-02-10 14:16:12;838456;17
10.02.2023 14:31:12;2023-02-10 14:31:12;838474;18
10.02.2023 14:46:04;2023-02-10 14:46:04;838492;18
10.02.2023 15:01:09;2023-02-10 15:01:09;838509;18
10.02.2023 15:16:10;2023-02-10 15:16:10;838526;17
10.02.2023 15:31:08;2023-02-10 15:31:08;838543;17
10.02.2023 15:46:13;2023-02-10 15:46:13;838559;16
10.02.2023 16:01:12;2023-02-10 16:01:12;838575;16
10.02.2023 16:16:10;2023-02-10 16:16:10;838591;16
10.02.2023 16:31:16;2023-02-10 16:31:16;838608;17
10.02.2023 16:46:05;2023-02-10 16:46:05;838625;17
10.02.2023 17:01:09;2023-02-10 17:01:09;838641;16
10.02.2023 17:16:09;2023-02-10 17:16:09;838658;17
10.02.2023 17:31:10;2023-02-10 17:31:10;838673;15
10.02.2023 17:46:10;2023-02-10 17:46:10;838688;15
10.02.2023 18:01:08;2023-02-10 18:01:08;838703;15
10.02.2023 18:16:09;2023-02-10 18:16:09;838718;15
10.02.2023 18:31:09;2023-02-10 18:31:09;838732;14
10.02.2023 18:46:07;2023-02-10 18:46:07;838746;14
10.02.2023 19:01:11;2023-02-10 19:01:11;838760;13
10.02.2023 19:16:12;2023-02-10 19:16:12;838773;13
10.02.2023 19:31:10;2023-02-10 19:31:10;838785;12
10.02.2023 19:46:07;2023-02-10 19:46:07;838797;12
10.02.2023 20:01:11;2023-02-10 20:01:11;838810;12
10.02.2023 20:16:18;2023-02-10 20:16:18;838821;11
10.02.2023 20:31:10;2023-02-10 20:31:10;838832;11
10.02.2023 20:46:09;2023-02-10 20:46:09;838842;10
10.02.2023 21:01:11;2023-02-10 21:01:11;838852;10
10.02.2023 21:16:14;2023-02-10 21:16:14;838863;11
10.02.2023 21:31:09;2023-02-10 21:31:09;838874;10
10.02.2023 21:46:09;2023-02-10 21:46:09;838884;10
10.02.2023 22:01:13;2023-02-10 22:01:13;838895;11
10.02.2023 22:16:06;2023-02-10 22:16:06;838904;9
10.02.2023 22:31:11;2023-02-10 22:31:11;838909;5
10.02.2023 22:46:04;2023-02-10 22:46:04;838914;5
10.02.2023 23:02:00;2023-02-10 23:02:00;838920;5
10.02.2023 23:16:59;2023-02-10 23:16:59;838925;5
10.02.2023 23:32:03;2023-02-10 23:32:03;838929;5
10.02.2023 23:46:54;2023-02-10 23:46:54;838934;5
11.02.2023 00:01:57;2023-02-11 00:01:57;838939;5
11.02.2023 00:16:11;2023-02-11 00:16:11;838943;5
11.02.2023 00:31:08;2023-02-11 00:31:08;838948;5
11.02.2023 00:46:09;2023-02-11 00:46:09;838953;5
11.02.2023 01:01:07;2023-02-11 01:01:07;838958;5
11.02.2023 01:16:02;2023-02-11 01:16:02;838962;5
11.02.2023 01:31:06;2023-02-11 01:31:06;838967;5
11.02.2023 01:46:03;2023-02-11 01:46:03;838972;5
11.02.2023 02:01:08;2023-02-11 02:01:08;838977;5
11.02.2023 02:16:12;2023-02-11 02:16:12;838982;5
11.02.2023 02:31:06;2023-02-11 02:31:06;838986;5
11.02.2023 02:46:07;2023-02-11 02:46:07;838991;5
11.02.2023 03:01:08;2023-02-11 03:01:08;838996;5
11.02.2023 03:16:11;2023-02-11 03:16:11;839000;5
11.02.2023 03:31:13;2023-02-11 03:31:13;839005;5
11.02.2023 03:46:06;2023-02-11 03:46:06;839010;5
11.02.2023 04:01:11;2023-02-11 04:01:11;839015;5
11.02.2023 04:16:11;2023-02-11 04:16:11;839019;5
11.02.2023 04:31:06;2023-02-11 04:31:06;839024;5
11.02.2023 04:46:09;2023-02-11 04:46:09;839029;5
11.02.2023 05:01:01;2023-02-11 05:01:01;839034;5
11.02.2023 05:16:07;2023-02-11 05:16:07;839039;5
11.02.2023 05:31:08;2023-02-11 05:31:08;839044;5
11.02.2023 05:46:09;2023-02-11 05:46:09;839049;5
11.02.2023 06:01:04;2023-02-11 06:01:04;839054;5
11.02.2023 06:16:08;2023-02-11 06:16:08;839060;6
11.02.2023 06:31:10;2023-02-11 06:31:10;839065;6
11.02.2023 06:46:03;2023-02-11 06:46:03;839071;5
11.02.2023 07:01:05;2023-02-11 07:01:05;839076;5
11.02.2023 07:16:03;2023-02-11 07:16:03;839082;6
11.02.2023 07:31:04;2023-02-11 07:31:04;839088;6
11.02.2023 07:46:08;2023-02-11 07:46:08;839094;6
11.02.2023 08:01:02;2023-02-11 08:01:02;839100;6
11.02.2023 08:16:09;2023-02-11 08:16:09;839106;6
11.02.2023 08:31:06;2023-02-11 08:31:06;839113;6
11.02.2023 08:46:12;2023-02-11 08:46:12;839119;6
11.02.2023 09:01:10;2023-02-11 09:01:10;839126;7
11.02.2023 09:16:03;2023-02-11 09:16:03;839137;11
11.02.2023 09:31:05;2023-02-11 09:31:05;839149;12
11.02.2023 09:46:12;2023-02-11 09:46:12;839161;12
11.02.2023 10:01:08;2023-02-11 10:01:08;839173;12
11.02.2023 10:16:09;2023-02-11 10:16:09;839185;12
11.02.2023 10:31:02;2023-02-11 10:31:02;839196;11
11.02.2023 10:46:03;2023-02-11 10:46:03;839208;12
11.02.2023 11:01:01;2023-02-11 11:01:01;839219;11
11.02.2023 11:16:03;2023-02-11 11:16:03;839231;12
11.02.2023 11:31:06;2023-02-11 11:31:06;839243;11
11.02.2023 11:46:10;2023-02-11 11:46:10;839254;11
11.02.2023 12:01:04;2023-02-11 12:01:04;839266;12
11.02.2023 12:16:07;2023-02-11 12:16:07;839277;11
11.02.2023 12:31:03;2023-02-11 12:31:03;839288;11
11.02.2023 12:46:08;2023-02-11 12:46:08;839299;11
11.02.2023 13:01:11;2023-02-11 13:01:11;839310;11
11.02.2023 13:16:06;2023-02-11 13:16:06;839321;11
11.02.2023 13:31:08;2023-02-11 13:31:08;839333;12
11.02.2023 13:46:14;2023-02-11 13:46:14;839345;12
11.02.2023 14:01:05;2023-02-11 14:01:05;839357;12
11.02.2023 14:16:04;2023-02-11 14:16:04;839369;12
11.02.2023 14:31:08;2023-02-11 14:31:08;839381;12
11.02.2023 14:46:03;2023-02-11 14:46:03;839393;12
11.02.2023 15:01:07;2023-02-11 15:01:07;839406;12
11.02.2023 15:16:08;2023-02-11 15:16:08;839418;12
11.02.2023 15:31:10;2023-02-11 15:31:10;839430;12
11.02.2023 15:46:03;2023-02-11 15:46:03;839442;12
11.02.2023 16:01:09;2023-02-11 16:01:09;839454;12
11.02.2023 16:16:07;2023-02-11 16:16:07;839466;13
11.02.2023 16:31:13;2023-02-11 16:31:13;839479;13
11.02.2023 16:46:10;2023-02-11 16:46:10;839492;12
11.02.2023 17:01:11;2023-02-11 17:01:11;839505;13
11.02.2023 17:16:05;2023-02-11 17:16:05;839518;13
11.02.2023 17:31:07;2023-02-11 17:31:07;839531;13
11.02.2023 17:46:10;2023-02-11 17:46:10;839544;13
11.02.2023 18:01:10;2023-02-11 18:01:10;839558;13
11.02.2023 18:16:08;2023-02-11 18:16:08;839571;13
11.02.2023 18:31:08;2023-02-11 18:31:08;839584;13
11.02.2023 18:46:07;2023-02-11 18:46:07;839597;13
11.02.2023 19:01:12;2023-02-11 19:01:12;839609;12
11.02.2023 19:16:12;2023-02-11 19:16:12;839621;12
11.02.2023 19:31:05;2023-02-11 19:31:05;839633;12
11.02.2023 19:46:07;2023-02-11 19:46:07;839644;11
11.02.2023 20:01:05;2023-02-11 20:01:05;839655;11
11.02.2023 20:16:10;2023-02-11 20:16:10;839660;5
11.02.2023 20:31:07;2023-02-11 20:31:07;839665;4
11.02.2023 20:46:07;2023-02-11 20:46:07;839669;4
11.02.2023 21:01:09;2023-02-11 21:01:09;839673;5
11.02.2023 21:16:13;2023-02-11 21:16:13;839678;4
11.02.2023 21:31:08;2023-02-11 21:31:08;839682;4
11.02.2023 21:46:10;2023-02-11 21:46:10;839686;4
11.02.2023 22:01:15;2023-02-11 22:01:15;839690;4
11.02.2023 22:16:03;2023-02-11 22:16:03;839695;4
11.02.2023 22:31:07;2023-02-11 22:31:07;839699;4
11.02.2023 22:46:56;2023-02-11 22:46:56;839703;4
11.02.2023 23:01:59;2023-02-11 23:01:59;839707;4
11.02.2023 23:16:59;2023-02-11 23:16:59;839711;4
11.02.2023 23:31:57;2023-02-11 23:31:57;839714;4
11.02.2023 23:47:05;2023-02-11 23:47:05;839718;4
12.02.2023 00:02:02;2023-02-12 00:02:02;839722;4
12.02.2023 00:16:17;2023-02-12 00:16:17;839725;4
12.02.2023 00:31:17;2023-02-12 00:31:17;839729;4
12.02.2023 00:46:05;2023-02-12 00:46:05;839733;4
12.02.2023 01:01:13;2023-02-12 01:01:13;839736;4
12.02.2023 01:16:14;2023-02-12 01:16:14;839740;4
12.02.2023 01:31:07;2023-02-12 01:31:07;839744;4
12.02.2023 01:46:09;2023-02-12 01:46:09;839748;4
12.02.2023 02:01:11;2023-02-12 02:01:11;839752;4
12.02.2023 02:16:13;2023-02-12 02:16:13;839755;4
12.02.2023 02:31:05;2023-02-12 02:31:05;839759;4
12.02.2023 02:46:08;2023-02-12 02:46:08;839762;4
12.02.2023 03:01:06;2023-02-12 03:01:06;839766;4
12.02.2023 03:16:06;2023-02-12 03:16:06;839769;4
12.02.2023 03:31:04;2023-02-12 03:31:04;839773;4
12.02.2023 03:46:07;2023-02-12 03:46:07;839776;4
12.02.2023 04:01:11;2023-02-12 04:01:11;839780;4
12.02.2023 04:16:06;2023-02-12 04:16:06;839784;4
12.02.2023 04:31:10;2023-02-12 04:31:10;839788;4
12.02.2023 04:46:05;2023-02-12 04:46:05;839792;4
12.02.2023 05:01:08;2023-02-12 05:01:08;839795;4
12.02.2023 05:16:11;2023-02-12 05:16:11;839799;4
12.02.2023 05:31:08;2023-02-12 05:31:08;839803;4
12.02.2023 05:46:05;2023-02-12 05:46:05;839807;4
12.02.2023 06:01:07;2023-02-12 06:01:07;839811;4
12.02.2023 06:16:08;2023-02-12 06:16:08;839815;4
12.02.2023 06:31:09;2023-02-12 06:31:09;839819;4
12.02.2023 06:46:03;2023-02-12 06:46:03;839823;4
12.02.2023 07:01:05;2023-02-12 07:01:05;839827;4
12.02.2023 07:16:10;2023-02-12 07:16:10;839831;4
12.02.2023 07:31:14;2023-02-12 07:31:14;839835;4
12.02.2023 07:46:11;2023-02-12 07:46:11;839838;4
12.02.2023 08:01:03;2023-02-12 08:01:03;839842;4
12.02.2023 08:16:10;2023-02-12 08:16:10;839846;4
12.02.2023 08:31:05;2023-02-12 08:31:05;839849;4
12.02.2023 08:46:05;2023-02-12 08:46:05;839853;3
12.02.2023 09:01:02;2023-02-12 09:01:02;839856;3
12.02.2023 09:16:05;2023-02-12 09:16:05;839858;3
12.02.2023 09:31:03;2023-02-12 09:31:03;839861;2
12.02.2023 09:46:13;2023-02-12 09:46:13;839863;2
12.02.2023 10:01:06;2023-02-12 10:01:06;839865;2
12.02.2023 10:16:12;2023-02-12 10:16:12;839867;2
12.02.2023 10:31:05;2023-02-12 10:31:05;839869;2
12.02.2023 10:46:07;2023-02-12 10:46:07;839872;2
12.02.2023 11:01:13;2023-02-12 11:01:13;839874;2
12.02.2023 11:16:11;2023-02-12 11:16:11;839876;2
12.02.2023 11:31:03;2023-02-12 11:31:03;839877;1
12.02.2023 11:46:13;2023-02-12 11:46:13;839879;1
12.02.2023 12:01:07;2023-02-12 12:01:07;839879;0
12.02.2023 12:16:08;2023-02-12 12:16:08;839880;1
12.02.2023 12:31:04;2023-02-12 12:31:04;839881;1
12.02.2023 12:46:04;2023-02-12 12:46:04;839882;1
12.02.2023 13:01:02;2023-02-12 13:01:02;839883;1
12.02.2023 13:16:03;2023-02-12 13:16:03;839883;0
12.02.2023 13:31:13;2023-02-12 13:31:13;839884;1
12.02.2023 13:46:03;2023-02-12 13:46:03;839884;1
12.02.2023 14:01:15;2023-02-12 14:01:15;839886;1
12.02.2023 14:16:12;2023-02-12 14:16:12;839889;3
12.02.2023 14:31:12;2023-02-12 14:31:12;839891;3
12.02.2023 14:46:02;2023-02-12 14:46:02;839894;3
12.02.2023 15:01:15;2023-02-12 15:01:15;839897;3
12.02.2023 15:16:05;2023-02-12 15:16:05;839900;3
12.02.2023 15:31:06;2023-02-12 15:31:06;839903;4
12.02.2023 15:46:11;2023-02-12 15:46:11;839907;4
12.02.2023 16:01:12;2023-02-12 16:01:12;839911;4
12.02.2023 16:16:05;2023-02-12 16:16:05;839914;4
12.02.2023 16:31:03;2023-02-12 16:31:03;839918;4
12.02.2023 16:46:09;2023-02-12 16:46:09;839923;4
12.02.2023 17:01:05;2023-02-12 17:01:05;839927;4
12.02.2023 17:16:08;2023-02-12 17:16:08;839931;4
12.02.2023 17:31:07;2023-02-12 17:31:07;839935;4
12.02.2023 17:46:03;2023-02-12 17:46:03;839939;4
12.02.2023 18:01:12;2023-02-12 18:01:12;839944;5
12.02.2023 18:16:11;2023-02-12 18:16:11;839949;5
12.02.2023 18:31:06;2023-02-12 18:31:06;839953;4
12.02.2023 18:46:05;2023-02-12 18:46:05;839957;4
12.02.2023 19:01:06;2023-02-12 19:01:06;839962;4
12.02.2023 19:16:15;2023-02-12 19:16:15;839966;4
12.02.2023 19:31:11;2023-02-12 19:31:11;839970;4
12.02.2023 19:46:16;2023-02-12 19:46:16;839974;4
12.02.2023 20:01:16;2023-02-12 20:01:16;839978;4
12.02.2023 20:16:18;2023-02-12 20:16:18;839982;4
12.02.2023 20:31:12;2023-02-12 20:31:12;839986;4
12.02.2023 20:46:17;2023-02-12 20:46:17;839990;4
12.02.2023 21:01:09;2023-02-12 21:01:09;839994;4
12.02.2023 21:16:08;2023-02-12 21:16:08;839998;4
12.02.2023 21:31:13;2023-02-12 21:31:13;840002;4
12.02.2023 21:46:05;2023-02-12 21:46:05;840006;4
12.02.2023 22:01:11;2023-02-12 22:01:11;840011;4
12.02.2023 22:16:08;2023-02-12 22:16:08;840015;4
12.02.2023 22:31:07;2023-02-12 22:31:07;840019;4
12.02.2023 22:46:03;2023-02-12 22:46:03;840023;4
12.02.2023 23:01:54;2023-02-12 23:01:54;840027;4
12.02.2023 23:16:55;2023-02-12 23:16:55;840030;4
12.02.2023 23:31:57;2023-02-12 23:31:57;840034;4
12.02.2023 23:47:01;2023-02-12 23:47:01;840038;4
13.02.2023 00:01:56;2023-02-13 00:01:56;840041;4
13.02.2023 00:16:21;2023-02-13 00:16:21;840045;4
13.02.2023 00:31:06;2023-02-13 00:31:06;840049;4
13.02.2023 00:46:07;2023-02-13 00:46:07;840052;4
13.02.2023 01:01:12;2023-02-13 01:01:12;840056;4
13.02.2023 01:16:01;2023-02-13 01:16:01;840059;3
13.02.2023 01:31:06;2023-02-13 01:31:06;840063;4
13.02.2023 01:46:09;2023-02-13 01:46:09;840067;4
13.02.2023 02:01:11;2023-02-13 02:01:11;840070;4
13.02.2023 02:16:08;2023-02-13 02:16:08;840074;4
13.02.2023 02:31:08;2023-02-13 02:31:08;840078;4
13.02.2023 02:46:04;2023-02-13 02:46:04;840081;4
13.02.2023 03:01:12;2023-02-13 03:01:12;840085;4
13.02.2023 03:16:11;2023-02-13 03:16:11;840088;4
13.02.2023 03:31:12;2023-02-13 03:31:12;840092;4
13.02.2023 03:46:13;2023-02-13 03:46:13;840096;4
13.02.2023 04:01:08;2023-02-13 04:01:08;840100;4
13.02.2023 04:16:03;2023-02-13 04:16:03;840104;4
13.02.2023 04:31:10;2023-02-13 04:31:10;840109;5
13.02.2023 04:46:10;2023-02-13 04:46:10;840113;4
13.02.2023 05:01:09;2023-02-13 05:01:09;840118;4
13.02.2023 05:16:11;2023-02-13 05:16:11;840123;5
13.02.2023 05:31:05;2023-02-13 05:31:05;840128;5
13.02.2023 05:46:10;2023-02-13 05:46:10;840133;5
13.02.2023 06:01:06;2023-02-13 06:01:06;840143;10
13.02.2023 06:16:10;2023-02-13 06:16:10;840152;9
13.02.2023 06:31:11;2023-02-13 06:31:11;840162;10
13.02.2023 06:46:06;2023-02-13 06:46:06;840169;7
13.02.2023 07:01:09;2023-02-13 07:01:09;840176;7
13.02.2023 07:16:08;2023-02-13 07:16:08;840188;12
13.02.2023 07:31:05;2023-02-13 07:31:05;840202;13
13.02.2023 07:46:05;2023-02-13 07:46:05;840217;15
13.02.2023 08:01:03;2023-02-13 08:01:03;840230;14
13.02.2023 08:16:11;2023-02-13 08:16:11;840244;14
13.02.2023 08:31:08;2023-02-13 08:31:08;840259;14
13.02.2023 08:46:07;2023-02-13 08:46:07;840273;15
13.02.2023 09:01:08;2023-02-13 09:01:08;840290;17
13.02.2023 09:16:18;2023-02-13 09:16:18;840307;17
13.02.2023 09:31:11;2023-02-13 09:31:11;840325;17
13.02.2023 09:46:09;2023-02-13 09:46:09;840344;19
13.02.2023 10:01:04;2023-02-13 10:01:04;840362;18
13.02.2023 10:16:07;2023-02-13 10:16:07;840379;17
13.02.2023 10:31:15;2023-02-13 10:31:15;840397;18
13.02.2023 10:46:06;2023-02-13 10:46:06;840414;18
13.02.2023 11:01:06;2023-02-13 11:01:06;840433;18
13.02.2023 11:16:12;2023-02-13 11:16:12;840450;18
13.02.2023 11:31:08;2023-02-13 11:31:08;840468;18
13.02.2023 11:46:06;2023-02-13 11:46:06;840486;18
13.02.2023 12:01:09;2023-02-13 12:01:09;840503;17
13.02.2023 12:16:14;2023-02-13 12:16:14;840520;17
13.02.2023 12:31:11;2023-02-13 12:31:11;840536;16
13.02.2023 12:46:07;2023-02-13 12:46:07;840551;16
13.02.2023 13:01:12;2023-02-13 13:01:12;840567;16
13.02.2023 13:16:07;2023-02-13 13:16:07;840583;16
13.02.2023 13:31:08;2023-02-13 13:31:08;840599;16
13.02.2023 13:46:07;2023-02-13 13:46:07;840615;16
13.02.2023 14:01:11;2023-02-13 14:01:11;840631;16
13.02.2023 14:16:13;2023-02-13 14:16:13;840647;16
13.02.2023 14:31:17;2023-02-13 14:31:17;840665;18
13.02.2023 14:46:09;2023-02-13 14:46:09;840683;17
13.02.2023 15:01:12;2023-02-13 15:01:12;840699;16
13.02.2023 15:16:12;2023-02-13 15:16:12;840715;17
13.02.2023 15:31:17;2023-02-13 15:31:17;840733;18
13.02.2023 15:46:08;2023-02-13 15:46:08;840751;18
13.02.2023 16:01:13;2023-02-13 16:01:13;840768;17
13.02.2023 16:16:17;2023-02-13 16:16:17;840784;16
13.02.2023 16:31:17;2023-02-13 16:31:17;840801;17
13.02.2023 16:46:16;2023-02-13 16:46:16;840818;17
13.02.2023 17:01:17;2023-02-13 17:01:17;840835;17
13.02.2023 17:16:10;2023-02-13 17:16:10;840850;16
13.02.2023 17:31:14;2023-02-13 17:31:14;840866;16
13.02.2023 17:46:09;2023-02-13 17:46:09;840882;16
13.02.2023 18:01:06;2023-02-13 18:01:06;840900;17
13.02.2023 18:16:09;2023-02-13 18:16:09;840915;16
13.02.2023 18:31:10;2023-02-13 18:31:10;840930;14
13.02.2023 18:46:12;2023-02-13 18:46:12;840944;14
13.02.2023 19:01:08;2023-02-13 19:01:08;840957;13
13.02.2023 19:16:06;2023-02-13 19:16:06;840970;13
13.02.2023 19:31:06;2023-02-13 19:31:06;840982;12
13.02.2023 19:46:15;2023-02-13 19:46:15;840994;12
13.02.2023 20:01:06;2023-02-13 20:01:06;841005;12
13.02.2023 20:16:14;2023-02-13 20:16:14;841016;11
13.02.2023 20:31:08;2023-02-13 20:31:08;841027;10
13.02.2023 20:46:11;2023-02-13 20:46:11;841037;10
13.02.2023 21:01:16;2023-02-13 21:01:16;841048;10
13.02.2023 21:16:20;2023-02-13 21:16:20;841058;11
13.02.2023 21:31:03;2023-02-13 21:31:03;841068;10
13.02.2023 21:46:12;2023-02-13 21:46:12;841079;10
13.02.2023 22:01:12;2023-02-13 22:01:12;841089;10
13.02.2023 22:16:08;2023-02-13 22:16:08;841098;9
13.02.2023 22:31:04;2023-02-13 22:31:04;841103;4
13.02.2023 22:46:11;2023-02-13 22:46:11;841107;4
13.02.2023 23:01:11;2023-02-13 23:01:11;841111;4
13.02.2023 23:16:57;2023-02-13 23:16:57;841115;4
13.02.2023 23:32:05;2023-02-13 23:32:05;841118;4
13.02.2023 23:47:02;2023-02-13 23:47:02;841122;4
14.02.2023 00:02:05;2023-02-14 00:02:05;841126;4
14.02.2023 00:16:18;2023-02-14 00:16:18;841129;3
14.02.2023 00:31:08;2023-02-14 00:31:08;841133;3
14.02.2023 00:46:09;2023-02-14 00:46:09;841136;4
14.02.2023 01:01:09;2023-02-14 01:01:09;841140;4
14.02.2023 01:16:13;2023-02-14 01:16:13;841143;4
14.02.2023 01:31:09;2023-02-14 01:31:09;841147;4
14.02.2023 01:46:11;2023-02-14 01:46:11;841150;4
14.02.2023 02:01:05;2023-02-14 02:01:05;841154;4
14.02.2023 02:16:05;2023-02-14 02:16:05;841158;4
14.02.2023 02:31:07;2023-02-14 02:31:07;841161;4
14.02.2023 02:46:09;2023-02-14 02:46:09;841165;4
14.02.2023 03:01:09;2023-02-14 03:01:09;841168;4
14.02.2023 03:16:04;2023-02-14 03:16:04;841172;4
14.02.2023 03:30:59;2023-02-14 03:30:59;841175;4
14.02.2023 03:45:54;2023-02-14 03:45:54;841179;4
14.02.2023 04:00:59;2023-02-14 04:00:59;841183;4
